,,,,Day 0,,,,,,,day 3,,,,,,,,,,,,,,EOT,,,,,,,,,,,,,
20439-14,Proline synthase co-transcribed bacterial homolog protein,PLPBP,O94903,21771.556,12577.30591,0.910078744,0.198685101,1.021300026,21317.49286,15940.15735,21907.752,13972.63962,0.974211139,0.197662543,0.99481492,1.172546546,0.824936133,0.29039955,0.158642395,0.786219628,22021.9375,9825.862727,1.491372773,1.165324836,22587.95909,10232.68911,0.357770722,0.276981786,1.141253294,1.225698738,0.652375859,0.85650858,0.454884707,0.964508845,19792.24,8764.973759,1.270800932,0.88294562
20440-36,Tetratricopeptide repeat protein 32,TTC32,Q5I0X7,764.164,812.6174952,0.597212694,0.243556716,0.737152622,1036.642857,2509.810095,711.676,746.3653123,0.528325949,0.121000484,0.667089411,0.945496492,0.099230696,0.564658785,0.238425011,0.983411276,1066.8375,2563.892558,0.961445648,0.086792716,728.8954545,781.1833532,0.53848021,0.101720734,0.653114571,0.924523297,0.091315995,0.344991211,0.206538703,0.97376304,1116.03,2596.477947,0.949433546,0.073217642
20441-35,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",POLR2E,P19388,849.68,332.568239,0.068633367,0.161364208,1.191160066,713.3214286,128.0739473,973.376,833.7920759,0.246788371,0.294593766,1.269089783,1.097160775,0.438654501,0.706347875,0.14886992,0.96356755,766.9875,178.7910217,1.13864438,0.287088938,972.4409091,325.843198,0.101120661,0.040032457,1.182931792,1.191044006,0.380078948,0.822673696,0.415247547,1.02034107,822.06,237.048479,1.167299878,0.282301872
20442-12,Calcipressin-3,RCAN3,Q9UKA8,9432.028,4216.466107,0.770789468,0.432793924,1.034373192,9118.592857,3298.023066,8446.856,3289.428417,0.294489955,0.264347292,0.864626776,0.951073808,0.292632685,0.282552513,0.113860619,0.91059473,9769.366667,5026.574892,1.044453451,0.289820901,9153.136364,3894.916153,0.848007226,0.320640056,1.02869426,1.062890909,0.387910441,0.50158768,0.329705894,1.067790592,8897.82,4419.807452,0.995411382,0.226785926
20443-37,CST complex subunit TEN1,TEN1,Q86WV5,923.832,169.2794275,0.306077572,0.203690909,0.954537423,967.8321429,128.5387603,927.7,168.7382399,0.827448377,0.464143607,0.989146612,1.003996194,0.077613359,0.183231973,0.196077561,1.02997177,937.8791667,149.3720411,0.974780302,0.068730546,902.7681818,157.605654,0.932004643,0.302830006,0.995740469,0.979793246,0.050965928,0.538391857,0.26861222,1.012335059,906.63,126.3135745,0.967854701,0.068292033
20444-12,Tubulin polymerization-promoting protein family member 3,TPPP3,Q9BW30,2247.508,1218.515906,0.886347425,0.418825016,1.020125631,2203.167857,948.1271208,1724.936,662.4068097,0.571774768,0.440382308,0.91666181,0.821609163,0.26949341,0.440303042,0.271500975,0.921191468,1881.758333,1147.547048,0.891898364,0.338728565,1371.727273,324.9659187,0.039134561,0.03790819,0.73112191,0.710694221,0.291069774,0.094357145,0.032081411,0.814826712,1876.195,956.4053327,0.8722029,0.30328295
20445-29,AP-1 complex-associated regulatory protein,AP1AR,Q63HQ0,39507.884,20777.09636,0.67027634,0.496445987,0.934077862,42296.13571,25667.33474,43435.228,21915.08778,0.551822324,0.370699981,1.083331598,1.164995553,0.463427401,0.9602032,0.438549652,1.006477928,40094.12083,15929.61438,1.157497368,0.546636153,45788.39091,19716.88466,0.39911156,0.236454849,1.125834731,1.243900469,0.46282925,0.172734602,0.097316976,1.18988513,40670.615,18256.34507,1.045395423,0.44114242
20447-11,Homeobox protein TGIF2LY,TGIF2LY,Q8IUE0,420.824,98.02731978,0.075467661,0.052460557,0.898524608,468.35,87.57771447,465.54,149.0016564,0.947609127,0.47209683,0.994779016,1.056860804,0.102252012,0.189402248,0.144137795,1.038567162,467.9833333,100.7429595,1.017614308,0.097512604,452.7363636,105.3503831,0.828339832,0.425092523,0.985162524,1.070715876,0.107896238,0.63748705,0.425092523,1.015315514,459.555,92.2101159,1.054564676,0.106989873
20448-7,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",POLR2F,P61218,825.296,625.3188387,0.338642406,0.439811149,1.18033722,699.2035714,106.5429172,849.332,622.3288332,0.253978993,0.171056126,1.21670634,1.03299875,0.052113982,0.229127422,0.10610913,1.022121832,698.0583333,124.962024,1.010641509,0.07074498,785.1727273,369.7688924,0.36635511,0.224956549,1.114131066,0.983794537,0.109394906,0.231529299,0.236454849,0.959575467,704.74,148.7251673,1.025239359,0.106209832
20449-72,Josephin-1,JOSD1,Q15040,1346.168,442.2149014,0.78535228,0.42579783,0.978015153,1376.428571,330.5805077,1406.104,470.3657441,0.953587785,0.464143607,1.005071926,1.058382867,0.178556814,0.532159767,0.366843823,1.028962882,1399.008333,354.9673364,1.028591881,0.139966297,1390.945455,453.1553203,0.592271184,0.415247547,1.049996003,1.034267589,0.148948972,0.684832082,0.43498444,1.021139986,1324.715,315.9952631,1.012855831,0.178828234
20451-126,Intraflagellar transport protein 22 homolog,IFT22,Q9H7X7,907.572,135.3790132,0.52670141,0.318405749,0.96489357,940.5928571,227.3798206,940.272,528.1840017,0.661818796,0.171056126,1.056292531,0.931779997,0.16804836,0.414420775,0.299513192,0.953685603,890.1625,168.3989208,0.977030579,0.202846145,851.7,120.8861786,0.122719266,0.073794847,0.929352007,0.943274488,0.177365903,0.371104668,0.329705894,0.934125431,916.445,136.9078467,1.009794249,0.271504293
20453-9,Non-structural maintenance of chromosomes element 1 homolog,NSMCE1,Q8WV22,531.376,111.281996,0.203319419,0.063819179,0.931660687,570.3535714,103.6598127,536.82,111.5173386,0.507550765,0.068112118,0.963503519,1.003819112,0.063436242,0.715419832,0.190423909,0.994705243,557.1541667,96.98605131,1.009162381,0.028800047,551.6,114.3099852,0.988335454,0.386053649,0.999094367,1.031810671,0.076097352,0.31139174,0.276981786,1.019435632,552.1,100.621126,1.012139108,0.041444945
20454-24,SOSS complex subunit B2,NABP1,Q96AH0,1241.524,446.6007947,0.775871759,0.344249871,1.026231605,1209.789286,327.0181519,1253.6,290.9542988,0.434328196,0.264347292,0.942019275,1.071154149,0.289879414,0.367245711,0.196077561,0.913668673,1330.758333,372.51875,1.172366068,0.446284398,1394.931818,430.2467658,0.91755557,0.395722274,1.011758601,1.197475868,0.418584014,0.371485423,0.329705894,1.086770166,1378.72,540.4693827,1.10186671,0.23043494
20457-13,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial",COA4,Q9NYJ1,1997.776,585.0949122,0.930360368,0.3120744,0.991422236,2015.060714,812.5678167,1966.788,567.0998045,0.69824265,0.298055965,1.034368997,0.996114421,0.149918988,0.461892623,0.306715686,1.032955537,1901.4375,580.7833308,0.964334268,0.140427055,1786.568182,480.7341709,0.552859084,0.43498444,0.934994181,0.876546592,0.169673572,0.069688829,0.027014767,0.900747134,1910.78,777.9347727,0.973132813,0.158021101
20458-22,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUFA2,O43678,590.112,178.7183176,0.463827679,0.140527215,1.069707893,551.6571429,193.2641465,611.876,226.0725234,0.031428576,0.02937898,1.244156161,1.071455243,0.335919495,0.097567282,0.122007399,1.14166203,491.8,132.6441323,0.938504754,0.164598628,540.2363636,144.4945691,0.522803528,0.049515221,1.068780271,0.932215651,0.273284688,0.984599982,0.484932955,1.001743527,505.47,190.3494421,0.930593137,0.254967792
20460-22,Intraflagellar transport protein 20 homolog,IFT20,Q8IY31,1287.044,228.5307176,0.977111574,0.198685101,1.002418116,1283.939286,503.3472724,1264.336,256.9571309,0.751686248,0.171056126,1.029949528,1.007763106,0.155536084,0.140019614,0.088413846,1.067439983,1227.570833,492.239087,0.944093459,0.130818719,1184.236364,253.6620507,0.114921417,0.057741485,1.109890358,0.908569051,0.110269448,0.658167526,0.244290184,1.019467717,1066.985,205.6876474,0.891219051,0.133215628
20461-58,Protein FAM50A,FAM50A,Q14320,1372.616,351.1357591,0.867957104,0.377594445,0.989517307,1387.157143,255.7459711,1337.672,321.1068464,0.878666156,0.270930904,0.991018024,0.985388099,0.067198175,0.522501903,0.438549652,0.978511531,1349.795833,210.8987879,1.00702758,0.14577682,1330.490909,346.3029112,0.873254779,0.49497659,0.988150952,0.952472628,0.075423465,0.419762535,0.484932955,0.96805949,1346.445,281.218704,0.983898859,0.151041157
20463-315,Protein IMPACT,IMPACT,Q9P2X3,1741.452,1417.393556,0.600604449,0.121596955,1.135209555,1534.035714,1387.147073,1694.624,1739.10463,0.77521841,0.319177509,1.088413796,1.106734718,0.802243214,0.444282105,0.098746284,0.863295856,1556.966667,1544.333355,1.281987757,0.736679064,1613.240909,1578.240185,0.764824039,0.464880682,1.083537399,1.068127173,0.580193515,0.43461853,0.338872912,0.856007815,1488.865,990.4526295,1.247800727,0.822447389
20464-7,Putative KHDC1-like protein,KHDC1L,Q5JSQ8,409.832,73.98649455,0.0305906,0.008479812,0.861638084,475.6428571,131.3304976,421.852,89.1183174,0.147491562,0.038359809,0.899806964,1.02567001,0.090516647,0.263984072,0.098746284,1.034411208,468.825,125.2240467,0.99154959,0.112789124,424.2636364,85.66103679,0.24191699,0.077380614,0.917723635,1.030978554,0.102737382,0.56921156,0.338872912,1.021309613,462.3,112.9862514,1.009467199,0.130728568
20511-3,Junctional adhesion molecule A,F11R,Q9Y624,311.004,54.15009865,0.237424323,0.132727879,1.066360363,291.65,61.46235491,328.42,100.4844346,0.053615147,0.041815138,1.170942152,1.087138993,0.368666124,0.210793358,0.264707459,1.103393511,280.475,60.72878402,0.985268611,0.095352423,314.3863636,51.07447588,0.075251746,0.088923277,1.100388035,1.029326568,0.306717059,0.891049584,0.199425692,0.989264978,285.705,48.21475371,1.040496319,0.198667349
20512-2,Melanoma-associated antigen MUC18,MCAM,P43121,1948.188,433.9832553,0.591769465,0.240782424,1.035597389,1881.221429,451.46033,1887.056,426.5578573,0.732072179,0.401293674,1.023955433,0.982016018,0.1244112,0.517362595,0.398301604,0.969245799,1842.908333,451.1019433,1.013175419,0.19195135,1884.004545,486.048323,0.184168792,0.12592114,1.106376652,0.959933067,0.174068286,0.958401045,0.386053649,1.002713617,1702.86,356.5754175,0.957335226,0.138273731
20514-8,BMP and activin membrane-bound inhibitor homolog:Extracellular domain,BAMBI,Q13145,1098.804,496.7377139,0.075032512,0.000474661,0.642379558,1710.521429,1645.817558,1248.572,581.4401813,0.227762559,0.065521712,0.72341844,1.147764032,0.443598768,0.308500921,0.313993596,1.104455427,1725.933333,1766.632335,1.039212633,0.238879092,1373.068182,691.6801424,0.736309222,0.142234683,0.953360677,1.299318005,0.691580487,0.106127527,0.015649184,1.253818256,1440.24,559.0715986,1.036288951,0.184265202
20516-11,Sodium channel subunit beta-3,SCN3B,Q9NY72,475.66,189.6387176,0.329095063,0.219148196,0.696300091,683.125,1067.162886,510.912,206.7079202,0.372038207,0.270930904,0.718687571,1.089512849,0.195934083,0.453012112,0.306715686,1.036019924,710.8958333,1035.340861,1.051633105,0.138259712,521.5227273,187.9570138,0.275571857,0.307233782,1.112000613,1.120961122,0.182292892,0.159905034,0.054887676,1.070602924,468.995,103.4264206,1.047037232,0.143278913
20517-1,Desmoglein-2,DSG2,Q14126,54273.268,15863.38276,0.150877677,0.08643616,0.898922025,60375.94643,13738.18775,56326.18,16255.70795,0.131191259,0.022215594,0.886415156,1.087767973,0.284210635,0.896167073,0.463035819,1.009072666,63543.79167,15951.7174,1.07798775,0.21651278,63434.86364,17002.36808,0.926880408,0.49497659,1.007582156,1.175490255,0.2964657,0.294165233,0.12592114,1.081059567,62957.51,15687.13508,1.087350125,0.22585749
20518-11,Tumor necrosis factor receptor superfamily member 25,TNFRSF25,Q93038,1026.972,439.9431386,0.254136448,0.213925322,0.882757757,1163.367857,399.3267469,1031.792,408.2588835,0.277458853,0.133499513,0.886041814,1.057342907,0.22553199,0.685220207,0.430434902,1.024938302,1164.495833,419.182921,1.031616152,0.201500406,1049.168182,436.8636873,0.55545066,0.206538703,0.92733492,1.075558296,0.275709225,0.786219986,0.366932713,1.025178814,1131.38,436.4305083,1.049142141,0.32996067
20519-7,CD6,CD6,P30203,406.988,114.4715801,0.5087374,0.35082942,0.956437342,425.525,78.36705587,423.956,121.8706825,0.94080839,0.355684212,0.99455985,1.043430766,0.110817322,0.330424658,0.238425011,1.029450278,426.275,89.13235594,1.013580537,0.094275701,418.3363636,113.2831149,0.8709304,0.454884707,0.98685184,1.023472436,0.105073447,0.870061127,0.276981786,0.994201889,423.91,102.2880096,1.029441251,0.122332199
2052-1,No protein,nan,nan,134.66,37.92792111,0.520268173,0.290353936,0.956004057,140.8571429,29.16921602,141.308,36.353893,0.826969712,0.5,0.984210343,1.0688642,0.182876057,0.388277997,0.225839955,1.041083874,143.575,34.34916605,1.026684042,0.142954663,138.9363636,37.19412888,0.944458817,0.386053649,1.005655703,1.045150393,0.204529481,0.524003839,0.376455285,1.036868851,138.155,33.29515693,1.007987068,0.160099234
20520-14,Protein FAM3C,FAM3C,Q92520,262.96,58.88466693,0.299430588,0.116270461,0.888818069,295.8535714,149.8451641,267.784,69.89456448,0.436491596,0.22064412,0.920035503,0.991668866,0.119892455,0.775262347,0.190423909,0.99048333,291.0583333,124.2492351,1.001196927,0.104584046,282.5818182,97.59983065,0.380842775,0.494976386,0.622468045,1.089060127,0.354418003,0.580515305,0.454884707,0.921011271,453.97,827.9627275,1.182461238,0.645672713
20521-83,CD28,CD28,P10747,490.972,164.6591109,0.062660871,0.022510441,0.847228601,579.5035714,167.0085551,505.668,185.5527348,0.337396959,0.121000484,0.911846002,1.031669959,0.137030272,0.453947474,0.285343352,1.027543023,554.5541667,159.700887,1.004016314,0.10969405,604.1363636,204.5073405,0.435008334,0.228759868,1.079431753,1.207446389,0.236615456,0.073668768,0.067006052,1.12201246,559.68,149.9807874,1.076143476,0.21547483
20522-2,Interleukin-1 receptor accessory protein-like 1,IL1RAPL1,Q9NZN1,346.748,204.7834664,0.624014798,0.364130538,1.066541875,325.1142857,65.37597153,313.824,134.6050646,0.942509164,0.267623687,1.007056558,0.936674427,0.155044333,0.323637834,0.10610913,0.954316714,311.625,60.86986974,0.981513174,0.149713068,323.2318182,122.784343,0.579977544,0.484932955,1.054005342,0.969714589,0.200901229,0.944501319,0.454884707,0.995677517,306.67,54.81280963,0.97392436,0.179162154
20524-38,"Pro-neuregulin-3, membrane-bound isoform",NRG3,P56975,2640.58,5756.300367,0.10938665,0.095168965,3.888802163,679.0214286,598.1489252,2299.58,5052.958261,0.097339641,0.063008364,4.432070926,1.026160764,0.19507638,0.664861955,0.292388361,1.022503516,518.85,203.4169568,1.003576759,0.15364234,1600.909091,3291.847057,0.218834411,0.199425692,2.35835317,0.99640045,0.174130609,0.228358982,0.213799849,0.832897697,678.825,533.2033373,1.196305925,0.682685759
20525-200,Protein disulfide-isomerase A4,PDIA4,P13667,5470.732,3358.286562,0.136802272,0.030071938,1.294923339,4224.753571,2352.985081,5651.412,4785.436758,0.065568125,0.012873721,1.557513562,0.997941621,0.289101888,0.194435002,0.113860619,1.115161442,3628.483333,1990.528386,0.894885336,0.239067492,4230.718182,2450.906587,0.117058872,0.032081411,1.375521238,0.808943065,0.424693487,0.722981553,0.49497659,1.056173143,3075.72,2107.646443,0.765918989,0.335749659
20526-3,Retinoic acid early transcript 1L protein,RAET1L,Q5VY80,504.788,103.4923391,0.071732092,0.03390366,0.901010652,560.2464286,111.8124753,508.652,108.3866897,0.55436557,0.319177509,0.965061978,1.010955829,0.092205573,0.093215536,0.07301676,1.053187986,527.0666667,103.6104791,0.959900646,0.108976902,535.45,118.3552924,0.272917584,0.077372256,1.070578826,1.051641703,0.155980556,0.070152955,0.070337488,1.083128115,500.15,80.27080104,0.970930113,0.116925563
20527-47,Semaphorin-5B,SEMA5B,Q9P283,921.696,339.7557258,0.225910984,0.337711222,0.622533216,1480.557143,2317.935917,1026.66,466.3786848,0.248891194,0.333597821,0.575163692,1.080185481,0.290404299,0.817635004,0.495887047,1.015501267,1784.9875,3043.596977,1.063696832,0.177923113,1332.445455,1825.991708,0.366946694,0.348136362,0.607457307,1.525494527,2.014600146,0.450116185,0.294094362,1.293976691,2193.48,3703.309452,1.178919634,0.441851899
20528-23,Macrosialin,CD68,P34810,1937.732,715.9069776,0.943676704,0.275292602,1.006937217,1924.382143,614.2735937,1977.848,744.1297484,0.928666426,0.277595325,1.009829576,1.022812878,0.233895161,0.668675637,0.271500975,0.976442344,1958.595833,722.2857038,1.04748927,0.143462407,2096.35,761.2979053,0.471104574,0.276981786,1.077524062,1.098036661,0.360687154,0.699817529,0.244290184,0.967860611,1945.525,539.6343548,1.134498758,0.222434215
20529-7,Cadherin-10,CDH10,Q9Y6N8,459.248,369.2303369,0.527173611,0.078316838,1.122816528,409.0142857,113.1515441,447.844,296.5359824,0.591936049,0.085343451,1.089766296,1.012658768,0.103118418,0.776881384,0.285343352,1.007229448,410.9541667,150.750315,1.005390351,0.065487194,448.1136364,230.7416684,0.555875771,0.221207516,1.087562067,1.010164276,0.14953214,0.481773075,0.395722274,0.973562764,412.035,147.6573103,1.037595432,0.089704103
2053-2,No protein,nan,nan,216.356,76.43106217,0.895356673,0.287314035,0.988975267,218.7678571,48.9067849,229.024,83.40143538,0.992355205,0.444328584,1.00086966,1.081022101,0.213022853,0.538030028,0.299513192,1.031674721,228.825,56.02129989,1.047832305,0.14245542,222.5681818,74.18517609,0.658415088,0.294094362,1.045878536,1.021501563,0.183462392,0.871644664,0.47489887,1.009965704,212.805,64.41091115,1.01142203,0.206172259
20530-2,Semaphorin-6D,SEMA6D,Q8NFY4,1003.944,399.9435161,0.234729435,0.073230133,0.883073337,1136.875,387.0782208,891.644,365.0329455,0.16736524,0.0183089,0.861554219,0.901514528,0.163847994,0.611076345,0.48766289,0.968599672,1034.925,335.2171886,0.930740071,0.219092205,862.6772727,287.7898064,0.673129764,0.16612397,0.963040543,0.87487597,0.204847437,0.489368117,0.26861222,1.045532991,895.785,200.6750515,0.836775097,0.136368126
20531-5,SLAM family member 9,SLAMF9,Q96A28,578.784,297.1344567,0.967561279,0.092188613,1.004559272,576.1571429,106.9275971,603.384,303.065186,0.693987764,0.186726847,1.04560536,1.049557632,0.086071712,0.553669833,0.390365974,1.016087896,577.0666667,113.9056798,1.032939803,0.10210864,638.6863636,320.9046351,0.964337282,0.302822702,1.006455134,1.080075658,0.116108939,0.561654738,0.444917219,0.961357032,634.59,253.5547927,1.123490673,0.301977027
20533-39,Interleukin-35,IL12A|EBI3,P29459|Q14213,43692.792,14491.50688,0.148388119,0.098219674,0.869634572,50242.70357,17365.85273,43891.344,16407.67672,0.476994311,0.277595325,0.920959158,1.066933538,0.363127248,0.208085906,0.179420827,1.116128434,47658.29583,19406.64299,0.955923625,0.201546118,42818.36364,15020.00895,0.539424537,0.236454849,1.082594159,0.964835455,0.290784395,0.137903383,0.028623812,1.162905856,39551.63,18009.71943,0.829676323,0.273720465
20534-6,Scavenger receptor class B member 1,SCARB1,Q8WTV0,1667.784,997.5844661,0.884230042,0.211334362,1.020651103,1634.039286,557.1953013,1747.5,945.7040725,0.424153584,0.305021173,1.114918481,1.054772728,0.179843311,0.204023197,0.238425011,1.060040554,1567.379167,534.9818992,0.995030543,0.130247728,1871.9,963.2182213,0.236564969,0.192462212,1.178615053,1.151058992,0.285865211,0.064723675,0.052146514,1.1550426,1588.22,457.9253483,0.996551116,0.227282423
20535-68,Interleukin-17 receptor E,IL17RE,Q8NFR9,1577.332,431.9751527,0.229064173,0.219148196,0.902771479,1747.210714,561.763801,1278.076,420.5581427,0.178429442,0.058207556,0.800950053,0.838555775,0.243817592,0.475863459,0.430434902,0.93168958,1595.7,1026.224076,0.90003773,0.329481562,1268.068182,294.743692,0.202381277,0.042252453,0.801539899,0.859252276,0.290130197,0.896592872,0.4054555,0.986110881,1582.04,1003.0277,0.871354623,0.294083264
20536-11,Endothelial cell-selective adhesion molecule,ESAM,Q96AP7,3822.112,974.1719053,0.107549666,0.019799312,0.880010525,4343.257143,1289.386548,4148.94,1018.98586,0.684424502,0.208970088,0.964791238,1.087595199,0.21397538,0.347941888,0.414296538,1.051218048,4300.35,1466.837763,1.034604762,0.161001077,4522.595455,939.5913002,0.258658126,0.136644995,1.095567425,1.188212528,0.238348864,0.165023141,0.070337488,1.106649189,4128.085,1202.479605,1.073702976,0.270053441
20538-71,"Sialic acid-binding Ig-like lectin 11:Extracellular domain, Isoform 1",SIGLEC11,Q96RL6,546.508,268.6754547,0.02570719,0.039628329,0.67354599,811.3892857,522.0691623,685.912,475.1892451,0.235933356,0.105643949,0.794818724,1.237981152,0.490118675,0.043717629,0.070199724,1.222483554,862.9791667,532.5278248,1.012677143,0.143016418,730.05,556.5696164,0.910641795,0.285477026,1.023697679,1.3184511,0.634809114,0.062160499,0.084946936,1.276396016,713.15,380.4780697,1.032948304,0.207040346
20539-4,Neutrophil defensin 3,DEFA3,P59666,6039.224,6543.636174,0.421236567,0.203690909,1.237669995,4879.510714,2540.831659,6472.068,5798.718128,0.492386106,0.432505068,1.169205348,1.199343554,0.374661476,0.555782533,0.471233794,1.054168426,5535.441667,3121.641892,1.137715306,0.328021288,6444.577273,5705.69179,0.835528955,0.228759868,0.948691805,1.370265562,0.606108664,0.480527123,0.311679966,1.106563422,6793.12,4837.039335,1.238307298,0.565710038
2054-3,No protein,nan,nan,35.932,9.279944827,0.402583213,0.293397623,0.918054567,39.13928571,17.07883693,37.916,9.931834876,0.525246827,0.448281901,0.934947087,1.054460259,0.147843472,0.716006193,0.34381139,1.014245878,40.55416667,17.16221575,1.039649538,0.125631509,37.12727273,9.288222348,0.616526666,0.240337344,0.937557392,1.032501537,0.137930222,0.936284093,0.395722274,1.0043118,39.6,19.35032299,1.02806871,0.200824208
20540-65,Semaphorin-4G,SEMA4G,Q9NTN9,4955.2,1550.052105,0.347055886,0.208766466,0.917981158,5397.932143,1781.122387,5453.036,2194.111057,0.699562194,0.284338849,0.957622204,1.085166155,0.302168255,0.82719241,0.454853514,1.017083816,5694.35,2066.475975,1.06693877,0.259192522,4136.963636,1448.067492,0.299797021,0.199425692,0.880454179,0.924538654,0.43130731,0.838251916,0.244290184,0.972993268,4698.67,1875.551036,0.950200463,0.357838393
20541-73,T-cell surface glycoprotein CD1b,CD1B,P29016,193.124,59.62376224,0.495250595,0.033235746,0.951450188,202.9785714,39.20727299,204.568,86.89492837,0.77277317,0.102030774,0.970321357,1.057684051,0.26927989,0.967913106,0.479443976,0.997437273,210.825,58.53201581,1.060401571,0.17646979,203.4772727,48.78842012,0.612091126,0.31167293,0.965903697,1.072004321,0.130694748,0.787499453,0.302830006,0.990980785,210.66,39.97903701,1.081760956,0.0953449
20542-47,Calcitonin receptor,CALCR,P30988,3485.92,1565.308928,0.8458641,0.161364208,0.979864373,3557.553571,927.3593665,3540.332,1482.518849,0.880922378,0.171056126,0.984991966,1.044031948,0.24252407,0.840072503,0.285343352,1.011376102,3594.275,915.7137204,1.032288528,0.133967166,3860.390909,2214.719265,0.499289051,0.276973756,1.102269677,1.109810679,0.497135686,0.433199835,0.386053649,1.089561003,3502.22,874.1421747,1.01858517,0.160701748
20543-19,Beta-defensin 127,DEFB127,Q9H1M4,454.532,89.07339769,0.284556229,0.240773587,0.951010349,477.9464286,60.56523332,455.004,86.46700864,0.56703761,0.385902459,0.973227218,1.011937452,0.090150547,0.24460391,0.102379581,1.026532682,467.5208333,60.52845735,0.985782011,0.056052598,446.2318182,76.66253907,0.512390197,0.357480279,0.966696241,0.985717936,0.058946913,0.657266383,0.26861222,1.00985775,461.605,70.42198858,0.976095827,0.07512835
20544-103,"Glutamate receptor ionotropic, kainate 2",GRIK2,Q13002,218.604,142.1566248,0.633108503,0.118036764,1.072057448,203.9107143,48.02487703,218.724,141.3613024,0.567670925,0.125071936,1.088359595,1.005397422,0.081627525,0.927624868,0.238425011,0.997830203,200.9666667,50.72954158,1.007583674,0.080720143,225.3545455,117.9966476,0.443049342,0.221207516,1.10687662,1.027154708,0.10559692,0.613477364,0.376455285,0.97829897,203.595,47.60093985,1.049939476,0.166755188
20545-17,Microfibril-associated glycoprotein 3,MFAP3,P55082,839.968,910.4093083,0.520758763,0.152799249,0.681227415,1233.021429,2994.02744,827.296,827.0038503,0.603736215,0.264347292,0.780682735,1.002741712,0.129528048,0.676624923,0.471233794,1.016930968,1059.708333,1965.021386,0.986046982,0.140013927,816.3727273,770.2674424,0.495636455,0.376455285,0.613325265,0.972349956,0.142171356,0.791125095,0.338872912,0.988273654,1331.06,3151.403344,0.98388736,0.131484235
20546-71,Reticulon-4 receptor-like 1,RTN4RL1,Q86UN2,2153.94,634.666681,0.400970268,0.299578292,0.931207723,2313.060714,706.983823,2163.772,698.25691,0.553311223,0.432505068,0.941944453,1.036649367,0.198022706,0.924148485,0.438549652,1.006113985,2297.133333,824.2684791,1.030349824,0.245620574,2604.113636,833.1604551,0.567295045,0.221207516,1.060561632,1.208358322,0.273544971,0.937587132,0.47489887,0.992668152,2455.41,796.6474439,1.217283258,0.418695125
20547-5,Neuronal acetylcholine receptor subunit beta-3,CHRNB3,Q05901,139.052,43.80772644,0.241152687,0.00386428,0.694453937,200.2321429,261.5159215,147.832,52.11243015,0.326660452,0.066797289,0.788998399,1.055736024,0.157780733,0.254899162,0.126230819,1.049867812,187.3666667,182.7459431,1.005589477,0.136361277,161.4227273,49.24689129,0.390727921,0.43498444,0.812823723,1.144198445,0.211539829,0.156108622,0.093054729,1.082098328,198.595,178.9608322,1.057388608,0.167310877
20549-1,Izumo sperm-egg fusion protein 4,IZUMO4,Q1ZYL8,1179.968,388.7038572,0.332547998,0.184118799,0.912599238,1292.975,436.2348766,1331.72,385.8294079,0.339468814,0.208970088,0.911819515,1.224552227,0.410953281,0.462629639,0.40627952,1.066680095,1460.508333,515.8443466,1.14800326,0.275983831,1521.440909,403.4904952,0.455987688,0.159921578,1.082467759,1.335501377,0.307387351,0.337664988,0.070337488,1.111479558,1405.53,549.3572527,1.201552802,0.523079881
2055-4,No protein,nan,nan,146.368,38.11145466,0.211929297,0.095168965,0.908835765,161.05,44.80901934,157.832,46.03814697,0.518624898,0.301527165,0.949627216,1.062390906,0.192014491,0.521590696,0.414296538,1.02921259,166.2041667,42.19194709,1.032236602,0.114430706,147.6272727,34.28954495,0.329002112,0.302815397,0.908587351,1.017518647,0.182636736,0.749886739,0.348136362,0.980512717,162.48,56.53616188,1.037741408,0.212528672
20550-38,Neurotrimin,NTM,Q9P121,7500.36,2813.752838,0.712757608,0.299578292,0.964213687,7778.732143,2519.921042,7209.008,2861.494741,0.815680306,0.370699981,0.974188076,0.971334823,0.18397199,0.965981019,0.38247576,0.997699281,7400.016667,2724.654636,0.973574745,0.170010939,6984.240909,2273.889613,0.090527289,0.063797988,1.17580902,0.986958479,0.275487597,0.188248923,0.088932064,1.107815812,5939.945,1474.839879,0.890904849,0.169468728
20553-2,Phosphoinositide-3-kinase-interacting protein 1,PIK3IP1,Q96FE7,691.24,1329.633244,0.204094459,0.377584889,2.054357679,336.475,74.14195181,3123.628,13342.41414,0.315444966,0.291159687,9.432193256,1.354332851,1.74837438,0.329499866,0.144137795,1.366803286,331.1666667,77.33846966,0.990876204,0.070033902,7471.581818,32302.81446,0.323430788,0.120785237,21.7475312,1.971573705,4.386865875,0.336925248,0.252263373,1.913037342,343.56,79.85793261,1.030598651,0.09257661
20557-19,V-set and immunoglobulin domain-containing protein 8,VSIG8,P0DPA2,189.156,35.02878907,0.020241934,0.003761949,0.892997471,211.8214286,32.05499022,195.06,38.98062083,0.135133596,0.055917403,0.917821433,1.023761826,0.071275522,0.679399572,0.321344586,1.009789727,212.525,39.73322759,1.013836641,0.089490689,196.0363636,36.64702078,0.227548097,0.123315314,0.923197455,1.035752667,0.076457806,0.990577944,0.185649441,1.000441683,212.345,46.24404259,1.035295395,0.15062216
